ms,adc_ch1,volt_ch1,adc_ch2,volt_ch2,rep
253,0,0.0,373,0.30058608058608055,1
508,0,0.0,341,0.2747985347985348,1
731,0,0.0,431,0.3473260073260073,1
1032,0,0.0,351,0.28285714285714286,1
1272,0,0.0,389,0.31347985347985347,1
1493,0,0.0,363,0.2925274725274725,1
1810,0,0.0,401,0.3231501831501831,1
2048,0,0.0,435,0.3505494505494505,1
2285,0,0.0,432,0.34813186813186814,1
2476,0,0.0,479,0.386007326007326,1
2811,0,0.0,499,0.4021245421245421,1
3066,0,0.0,499,0.4021245421245421,2
3208,0,0.0,538,0.43355311355311354,2
3446,0,0.0,558,0.4496703296703296,2
3748,0,0.0,531,0.4279120879120879,2
3952,0,0.0,534,0.43032967032967034,2
4316,0,0.0,510,0.41098901098901097,2
4538,0,0.0,529,0.42630036630036633,2
4760,0,0.0,571,0.46014652014652013,2
4966,0,0.0,468,0.3771428571428571,2
5205,0,0.0,429,0.3457142857142857,2
5509,0,0.0,480,0.38681318681318677,2
5715,0,0.0,437,0.35216117216117215,2
6016,0,0.0,399,0.32153846153846155,3
6255,0,0.0,442,0.35619047619047617,3
6463,0,0.0,464,0.3739194139194139,3
6781,0,0.0,510,0.41098901098901097,3
6988,0,0.0,416,0.3352380952380952,3
7227,0,0.0,461,0.37150183150183147,3
7450,0,0.0,547,0.44080586080586076,3
7784,0,0.0,528,0.4254945054945055,3
8022,0,0.0,442,0.35619047619047617,3
8245,0,0.0,496,0.3997069597069597,3
8467,0,0.0,560,0.4512820512820513,3
8801,0,0.0,485,0.3908424908424908,3
9041,0,0.0,499,0.4021245421245421,4
9295,0,0.0,589,0.47465201465201456,4
9535,0,0.0,618,0.49802197802197795,4
9758,0,0.0,511,0.4117948717948718,4
9993,0,0.0,501,0.4037362637362637,4
10216,0,0.0,643,0.5181684981684981,4
10454,0,0.0,717,0.5778021978021978,4
10787,0,0.0,655,0.5278388278388277,4
11009,0,0.0,718,0.5786080586080585,4
11230,0,0.0,724,0.5834432234432234,4
11453,0,0.0,656,0.5286446886446886,4
11803,0,0.0,507,0.4085714285714286,4
12037,0,0.0,313,0.25223443223443226,5
12193,77,0.06205128205128205,320,0.25787545787545785,5
12448,0,0.0,256,0.2063003663003663,5
12765,0,0.0,185,0.14908424908424908,5
12988,0,0.0,213,0.17164835164835165,5
13257,0,0.0,261,0.21032967032967032,5
13526,593,0.4778754578754579,470,0.37875457875457874,5
13765,0,0.0,533,0.42952380952380953,5
14005,0,0.0,627,0.5052747252747253,5
14243,0,0.0,432,0.34813186813186814,5
14467,0,0.0,479,0.386007326007326,5
14719,0,0.0,80,0.06446886446886446,5
15052,0,0.0,207,0.1668131868131868,6
15306,0,0.0,181,0.14586080586080585,6
15528,0,0.0,101,0.08139194139194139,6
15767,45,0.03626373626373627,105,0.0846153846153846,6
16022,227,0.1829304029304029,143,0.11523809523809524,6
16309,0,0.0,239,0.1926007326007326,6
16533,38,0.03062271062271062,199,0.16036630036630037,6
16771,143,0.11523809523809524,192,0.15472527472527473,6
17010,15,0.012087912087912087,143,0.11523809523809524,6
17217,0,0.0,208,0.1676190476190476,6
17456,0,0.0,201,0.16197802197802197,6
17791,0,0.0,128,0.10315018315018315,6
18029,26,0.02095238095238095,192,0.15472527472527473,7
18251,0,0.0,145,0.11684981684981684,7
18473,0,0.0,164,0.13216117216117215,7
18696,0,0.0,150,0.12087912087912088,7
19060,0,0.0,158,0.12732600732600732,7
19282,277,0.2232234432234432,293,0.2361172161172161,7
19552,0,0.0,227,0.1829304029304029,7
19773,0,0.0,230,0.18534798534798536,7
20027,0,0.0,239,0.1926007326007326,7
20249,158,0.12732600732600732,169,0.13619047619047617,7
20489,0,0.0,161,0.12974358974358974,7
20696,0,0.0,145,0.11684981684981684,7
21031,0,0.0,134,0.10798534798534798,8
21204,0,0.0,139,0.112014652014652,8
21460,0,0.0,149,0.12007326007326008,8
21794,0,0.0,237,0.190989010989011,8
22032,1010,0.8139194139194139,225,0.1813186813186813,8
22272,0,0.0,228,0.18373626373626373,8
22509,0,0.0,210,0.1692307692307692,8
22733,133,0.10717948717948718,122,0.09831501831501832,8
22956,0,0.0,67,0.05399267399267399,8
23211,0,0.0,141,0.11362637362637362,8
23513,0,0.0,193,0.1555311355311355,8
23721,0,0.0,181,0.14586080586080585,8
23943,0,0.0,182,0.14666666666666667,8
24308,0,0.0,276,0.2224175824175824,9
24499,0,0.0,169,0.13619047619047617,9
24723,137,0.1104029304029304,226,0.1821245421245421,9
24962,0,0.0,226,0.1821245421245421,9
25217,0,0.0,210,0.1692307692307692,9
25552,0,0.0,176,0.1418315018315018,9
25774,307,0.24739926739926738,190,0.15311355311355312,9
25998,0,0.0,188,0.1515018315018315,9
26236,0,0.0,251,0.20227106227106226,9
26475,0,0.0,272,0.2191941391941392,9
26699,0,0.0,289,0.2328937728937729,9
27032,0,0.0,277,0.2232234432234432,10
27318,0,0.0,274,0.2208058608058608,10
27447,0,0.0,263,0.21194139194139192,10
27794,0,0.0,272,0.2191941391941392,10
28030,0,0.0,269,0.21677655677655677,10
28237,0,0.0,287,0.23128205128205126,10
28462,0,0.0,282,0.22725274725274724,10
28796,0,0.0,240,0.19340659340659339,10
29050,0,0.0,260,0.2095238095238095,10
